100 100
70 91 V
70 92 H
70 93 H
70 94 H
70 95 V
70 96 V
70 97 V
70 97 H
70 98 V
71 1 H
71 3 V
71 3 H
71 5 V
71 6 V
71 6 H
71 7 V
71 7 H
71 9 H
71 11 V
71 12 V
71 13 V
71 14 V
71 14 H
71 15 H
71 16 H
71 17 H
71 19 V
71 19 H
71 21 H
71 23 V
71 24 V
71 24 H
71 25 V
71 27 V
71 28 V
71 28 H
71 29 V
71 30 V
71 31 V
71 32 V
71 33 H
71 34 V
71 35 V
71 35 H
71 36 V
71 38 V
71 39 H
71 40 H
71 41 H
71 42 H
71 44 V
71 45 V
71 46 H
71 48 V
71 48 H
71 49 V
71 50 V
71 51 V
71 51 H
71 52 V
71 53 V
71 54 V
71 54 H
71 56 H
71 57 V
71 58 V
71 58 H
71 59 H
71 60 H
71 61 H
71 63 V
71 63 H
71 64 H
71 65 V
71 66 H
71 67 H
71 68 V
71 69 V
71 69 H
71 70 V
71 71 H
71 72 H
71 73 V
71 74 H
71 75 V
71 76 V
71 76 H
71 77 V
71 78 V
71 79 V
71 80 H
71 81 V
71 82 H
71 83 V
71 83 H
71 85 V
71 85 H
71 87 V
71 88 H
71 89 V
71 90 V
71 90 H
71 92 V
71 92 H
71 93 H
71 94 V
71 95 V
71 96 V
71 97 V
71 98 H
72 0 H
72 1 V
72 2 V
72 2 H
72 3 H
72 4 V
72 5 V
72 6 V
72 7 H
72 8 H
72 9 V
72 10 V
72 10 H
72 11 V
72 12 V
72 14 H
72 15 H
72 16 V
72 16 H
72 17 V
72 18 V
72 18 H
72 20 V
72 20 H
72 21 H
72 22 V
72 23 H
72 25 V
72 26 V
72 26 H
72 28 V
72 29 V
72 30 V
72 31 V
72 32 V
72 32 H
72 33 V
72 34 V
72 35 V
72 36 H
72 37 V
72 38 H
72 39 H
72 40 V
72 41 V
72 41 H
72 42 H
72 44 H
72 45 V
72 46 H
72 47 V
72 48 H
72 50 V
72 51 H
72 53 V
72 54 V
72 55 V
72 55 H
72 56 H
72 58 H
72 59 H
72 60 H
72 61 H
72 62 H
72 63 H
72 64 H
72 65 H
72 66 V
72 67 V
72 68 V
72 69 V
72 70 H
72 71 H
72 72 V
72 73 H
72 74 H
72 76 V
72 77 V
72 78 V
72 79 H
72 80 V
72 81 V
72 81 H
72 82 H
72 84 V
72 85 V
72 86 V
72 86 H
72 87 V
72 88 V
72 88 H
72 90 V
72 91 V
72 91 H
72 93 V
72 93 H
72 95 V
72 96 V
72 97 V
72 98 V
72 98 H
73 0 V
73 1 V
73 2 V
73 3 H
73 5 H
73 6 H
73 7 V
73 8 V
73 8 H
73 9 V
73 12 V
73 13 V
73 13 H
73 14 V
73 14 H
73 15 V
73 16 H
73 18 V
73 19 V
73 19 H
73 20 H
73 22 V
73 22 H
73 23 V
73 24 V
73 24 H
73 25 V
73 27 V
73 27 H
73 29 V
73 30 V
73 31 V
73 32 V
73 33 V
73 34 V
73 35 H
73 36 H
73 38 V
73 38 H
73 39 H
73 41 V
73 42 V
73 42 H
73 43 H
73 44 V
73 45 H
73 46 V
73 46 H
73 48 V
73 48 H
73 49 H
73 50 H
73 51 H
73 52 V
73 53 H
73 54 V
73 55 V
73 56 V
73 56 H
73 57 H
73 58 H
73 59 H
73 60 H
73 61 H
73 62 H
73 63 H
73 64 V
73 65 V
73 66 V
73 67 V
73 68 H
73 69 H
73 70 V
73 71 V
73 72 H
73 73 H
73 74 V
73 75 V
73 75 H
73 77 V
73 78 V
73 78 H
73 79 V
73 80 V
73 81 H
73 82 H
73 83 H
73 85 V
73 86 V
73 87 V
73 88 V
73 89 V
73 89 H
73 91 V
73 92 V
73 93 V
73 94 V
73 94 H
73 96 H
73 99 V
74 0 V
74 2 H
74 3 V
74 4 V
74 4 H
74 5 V
74 6 V
74 7 V
74 8 V
74 9 H
74 10 H
74 11 V
74 11 H
74 13 H
74 15 V
74 16 H
74 17 V
74 18 V
74 19 H
74 20 H
74 21 V
74 22 H
74 24 V
74 26 V
74 26 H
74 28 V
74 28 H
74 29 V
74 31 V
74 33 V
74 34 H
74 35 V
74 36 V
74 36 H
74 37 V
74 37 H
74 39 H
74 40 V
74 41 V
74 42 H
74 43 V
74 44 H
74 45 V
74 46 V
74 47 V
74 47 H
74 49 V
74 49 H
74 50 H
74 51 V
74 52 H
74 53 V
74 54 V
74 55 H
74 57 V
74 57 H
74 58 V
74 59 V
74 59 H
74 60 H
74 61 H
74 62 H
74 64 V
74 64 H
74 66 V
74 67 H
74 68 H
74 69 H
74 71 H
74 72 H
74 73 V
74 74 H
74 76 V
74 76 H
74 78 V
74 79 V
74 80 H
74 81 H
74 82 V
74 83 V
74 83 H
74 84 H
74 86 V
74 87 V
74 88 V
74 89 V
74 89 H
74 90 V
74 91 H
74 92 V
74 93 V
74 95 V
74 95 H
74 96 V
74 97 V
74 97 H
74 98 V
75 1 V
75 1 H
75 2 V
75 3 H
75 5 V
75 6 V
75 7 V
75 8 V
75 8 H
75 9 H
75 10 H
75 12 V
75 12 H
75 13 V
75 14 V
75 14 H
75 16 V
75 16 H
75 18 V
75 18 H
75 19 V
75 20 H
75 21 H
75 22 H
75 23 H
75 24 H
75 25 V
75 26 H
75 27 V
75 28 V
75 29 H
75 30 V
75 30 H
75 32 V
75 32 H
75 33 V
75 34 V
75 35 V
75 35 H
75 38 H
75 39 V
75 39 H
75 41 H
75 42 H
75 43 H
75 44 V
75 45 V
75 46 V
75 47 H
75 48 H
75 51 H
75 52 V
75 53 V
75 54 V
75 55 H
75 56 H
75 58 V
75 58 H
75 60 V
75 60 H
75 61 H
75 62 H
75 63 V
75 64 H
75 65 V
75 66 H
75 67 V
75 68 V
75 69 V
75 69 H
75 70 H
75 71 V
75 72 V
75 72 H
75 73 H
75 74 H
75 75 V
75 76 V
75 77 V
75 77 H
75 79 H
75 80 H
75 81 V
75 82 V
75 83 H
75 84 H
75 85 V
75 86 H
75 88 V
75 89 V
75 90 V
75 91 V
75 92 V
75 93 H
75 94 V
75 94 H
75 96 V
75 97 V
75 98 V
76 1 H
76 2 V
76 4 V
76 4 H
76 6 V
76 7 V
76 8 H
76 9 H
76 10 H
76 11 V
76 12 V
76 13 H
76 14 V
76 15 V
76 16 V
76 17 V
76 17 H
76 19 H
76 20 H
76 21 H
76 22 V
76 23 V
76 24 V
76 24 H
76 26 V
76 26 H
76 28 H
76 29 V
76 30 H
76 32 V
76 33 V
76 34 V
76 35 V
76 36 V
76 36 H
76 37 H
76 38 H
76 40 V
76 40 H
76 41 V
76 42 V
76 42 H
76 43 V
76 45 V
76 45 H
76 47 V
76 47 H
76 48 H
76 49 V
76 49 H
76 50 H
76 51 H
76 53 V
76 54 V
76 55 V
76 55 H
76 56 H
76 57 V
76 58 V
76 59 H
76 60 V
76 61 H
76 62 V
76 63 H
76 65 V
76 65 H
76 66 V
76 67 V
76 68 H
76 70 V
76 70 H
76 72 V
76 73 H
76 74 H
76 76 V
76 77 V
76 78 V
76 78 H
76 79 V
76 80 V
76 82 V
76 82 H
76 83 H
76 85 H
76 86 H
76 87 H
76 90 V
76 90 H
76 92 H
76 93 V
76 94 H
76 96 V
76 97 V
76 98 H
77 0 H
77 1 V
77 2 H
77 3 V
77 3 H
77 5 V
77 6 V
77 7 V
77 7 H
77 8 H
77 9 V
77 10 H
77 12 H
77 13 V
77 14 V
77 15 V
77 16 V
77 17 V
77 18 V
77 18 H
77 19 V
77 20 V
77 21 V
77 22 V
77 22 H
77 24 V
77 25 H
77 27 V
77 27 H
77 28 V
77 29 V
77 30 V
77 30 H
77 31 H
77 32 V
77 33 V
77 35 H
77 37 V
77 37 H
77 38 V
77 38 H
77 39 V
77 40 V
77 41 H
77 42 V
77 44 V
77 44 H
77 46 V
77 46 H
77 48 V
77 48 H
77 50 V
77 50 H
77 51 V
77 51 H
77 52 V
77 53 H
77 55 V
77 56 V
77 56 H
77 58 H
77 59 V
77 60 V
77 61 H
77 62 H
77 63 H
77 65 V
77 67 V
77 67 H
77 68 H
77 69 V
77 70 H
77 71 H
77 72 V
77 73 H
77 74 H
77 75 V
77 76 H
77 78 V
77 79 V
77 79 H
77 81 V
77 81 H
77 83 V
77 83 H
77 84 V
77 84 H
77 85 H
77 86 H
77 87 H
77 88 H
77 89 V
77 89 H
77 91 V
77 91 H
77 92 H
77 93 H
77 94 H
77 95 V
77 96 V
77 97 H
77 98 H
77 99 V
78 0 V
78 1 H
78 2 V
78 3 V
78 4 V
78 4 H
78 6 V
78 7 V
78 8 V
78 9 V
78 9 H
78 10 V
78 11 H
78 12 V
78 13 V
78 14 H
78 16 V
78 16 H
78 18 H
78 20 H
78 22 V
78 23 H
78 24 V
78 25 V
78 25 H
78 26 V
78 27 V
78 28 V
78 29 V
78 30 H
78 31 V
78 32 V
78 33 H
78 34 H
78 35 V
78 35 H
78 36 V
78 39 V
78 40 H
78 41 V
78 42 H
78 44 H
78 45 H
78 47 V
78 47 H
78 48 H
78 50 H
78 52 V
78 53 V
78 53 H
78 54 H
78 56 V
78 57 V
78 57 H
78 58 V
78 59 H
78 60 V
78 61 V
78 62 V
78 62 H
78 63 H
78 64 V
78 65 H
78 66 V
78 67 H
78 68 H
78 69 H
78 70 H
78 71 V
78 72 H
78 73 H
78 74 V
78 75 H
78 76 H
78 77 V
78 78 V
78 79 V
78 80 V
78 81 V
78 81 H
78 82 V
78 83 V
78 84 H
78 85 H
78 86 V
78 87 V
78 88 H
78 90 V
78 90 H
78 91 H
78 92 H
78 93 V
78 94 V
78 95 V
78 96 H
78 97 H
78 98 V
79 0 H
79 1 V
79 2 H
79 4 H
79 5 V
79 6 V
79 7 V
79 8 V
79 9 V
79 10 V
79 11 V
79 11 H
79 13 H
79 14 V
79 15 H
79 17 V
79 17 H
79 18 H
79 19 H
79 20 V
79 21 V
79 21 H
79 23 V
79 23 H
79 26 V
79 27 V
79 28 V
79 29 H
79 30 H
79 32 H
79 33 V
79 34 V
79 34 H
79 36 H
79 37 H
79 38 H
79 39 H
79 40 H
79 41 H
79 42 H
79 43 V
79 43 H
79 44 V
79 45 V
79 46 V
79 46 H
79 47 H
79 49 V
79 49 H
79 50 V
79 51 V
79 52 V
79 53 V
79 53 H
79 54 H
79 55 H
79 57 H
79 58 V
79 59 V
79 60 V
79 61 H
79 63 V
79 63 H
79 64 H
79 65 V
79 66 H
79 67 V
79 68 V
79 68 H
79 69 H
79 70 V
79 71 V
79 72 V
79 72 H
79 73 H
79 75 V
79 75 H
79 76 V
79 77 H
79 79 V
79 80 V
79 81 V
79 82 H
79 84 V
79 84 H
79 85 V
79 86 H
79 87 V
79 88 V
79 88 H
79 89 H
79 91 H
79 92 V
79 93 V
79 94 V
79 95 H
79 96 H
79 97 H
79 98 H
80 1 V
80 2 V
80 2 H
80 3 H
80 4 V
80 5 V
80 6 V
80 7 V
80 9 V
80 10 V
80 10 H
80 12 V
80 12 H
80 13 H
80 15 V
80 15 H
80 16 H
80 17 V
80 18 V
80 19 V
80 19 H
80 20 V
80 22 V
80 22 H
80 24 V
80 24 H
80 25 V
80 26 H
80 28 H
80 29 H
80 30 V
80 31 V
80 31 H
80 32 V
80 33 H
80 35 V
80 35 H
80 36 H
80 37 V
80 37 H
80 38 H
80 40 V
80 41 V
80 41 H
80 43 H
80 45 H
80 46 V
80 47 V
80 48 V
80 49 V
80 50 V
80 51 V
80 51 H
80 53 V
80 54 V
80 54 H
80 56 V
80 56 H
80 57 H
80 59 V
80 60 H
80 61 V
80 62 V
80 62 H
80 64 V
80 65 V
80 66 V
80 66 H
80 69 V
80 70 H
80 72 V
80 73 V
80 73 H
80 74 V
80 75 V
80 76 H
80 78 V
80 78 H
80 81 V
80 81 H
80 82 H
80 83 H
80 85 H
80 86 H
80 88 V
80 89 V
80 89 H
80 90 V
80 90 H
80 92 V
80 92 H
80 94 V
80 95 V
80 95 H
80 96 H
80 97 V
80 98 V
80 98 H
81 0 H
81 2 V
81 3 V
81 4 H
81 6 V
81 7 H
81 8 H
81 10 V
81 11 V
81 11 H
81 13 V
81 13 H
81 14 V
81 15 H
81 16 V
81 17 V
81 18 V
81 19 V
81 20 H
81 21 V
81 21 H
81 23 V
81 24 V
81 25 V
81 25 H
81 26 H
81 27 V
81 27 H
81 28 H
81 29 V
81 30 V
81 32 V
81 32 H
81 33 H
81 34 H
81 35 H
81 36 H
81 38 H
81 39 V
81 39 H
81 41 H
81 42 V
81 42 H
81 43 H
81 44 H
81 45 V
81 46 V
81 47 V
81 48 V
81 49 V
81 50 V
81 51 V
81 52 V
81 52 H
81 53 V
81 54 V
81 55 V
81 56 V
81 56 H
81 57 H
81 58 V
81 59 H
81 60 H
81 61 V
81 62 H
81 63 H
81 64 V
81 65 V
81 66 V
81 67 V
81 67 H
81 68 V
81 69 H
81 70 H
81 71 H
81 72 V
81 74 H
81 75 H
81 76 H
81 77 H
81 78 V
81 79 V
81 79 H
81 80 H
81 82 V
81 82 H
81 83 H
81 84 H
81 85 H
81 86 V
81 87 H
81 88 V
81 90 V
81 91 H
81 93 V
81 93 H
81 94 V
81 95 H
81 96 V
81 97 V
81 98 H
82 0 H
82 1 V
82 2 V
82 3 V
82 3 H
82 4 H
82 5 H
82 7 V
82 7 H
82 8 V
82 8 H
82 9 H
82 10 V
82 11 V
82 12 H
82 13 V
82 14 V
82 15 V
82 16 H
82 18 V
82 19 V
82 19 H
82 20 V
82 21 V
82 22 V
82 22 H
82 24 V
82 25 V
82 26 V
82 26 H
82 28 V
82 29 V
82 29 H
82 31 V
82 31 H
82 33 V
82 34 V
82 34 H
82 35 V
82 36 H
82 37 H
82 38 H
82 40 V
82 40 H
82 41 V
82 42 H
82 43 H
82 44 H
82 46 H
82 47 V
82 49 V
82 50 V
82 51 V
82 53 H
82 55 V
82 56 H
82 57 V
82 59 V
82 59 H
82 60 V
82 61 H
82 62 V
82 63 V
82 64 V
82 65 H
82 67 H
82 69 V
82 69 H
82 70 V
82 70 H
82 71 H
82 73 V
82 73 H
82 74 V
82 75 H
82 76 H
82 77 V
82 78 H
82 80 H
82 81 V
82 82 V
82 83 V
82 83 H
82 84 H
82 85 V
82 86 H
82 87 V
82 88 V
82 89 H
82 90 V
82 91 V
82 91 H
82 92 V
82 93 V
82 94 H
82 95 H
82 97 H
82 98 H
83 0 V
83 1 V
83 2 V
83 3 H
83 4 V
83 5 H
83 6 V
83 7 V
83 8 H
83 9 V
83 10 V
83 11 H
83 12 V
83 13 V
83 14 H
83 15 V
83 16 V
83 17 H
83 19 V
83 20 V
83 21 V
83 22 H
83 23 H
83 26 V
83 26 H
83 28 V
83 29 V
83 30 V
83 30 H
83 32 V
83 33 V
83 33 H
83 35 H
83 36 V
83 37 V
83 37 H
83 38 V
83 38 H
83 39 H
83 41 H
83 42 H
83 43 H
83 44 V
83 45 V
83 45 H
83 46 V
83 47 H
83 48 V
83 48 H
83 50 V
83 51 V
83 52 V
83 52 H
83 53 H
83 54 V
83 55 H
83 56 V
83 57 H
83 58 H
83 59 V
83 60 H
83 61 V
83 62 H
83 64 H
83 65 V
83 66 V
83 66 H
83 67 H
83 68 H
83 70 V
83 71 V
83 71 H
83 72 H
83 74 H
83 75 H
83 76 H
83 77 H
83 78 V
83 79 V
83 79 H
83 80 V
83 81 V
83 82 H
83 84 V
83 84 H
83 85 H
83 86 H
83 87 V
83 88 V
83 89 V
83 89 H
83 91 V
83 92 V
83 93 V
83 94 V
83 94 H
83 95 H
83 96 H
83 97 H
83 98 V
84 1 V
84 2 V
84 2 H
84 3 V
84 4 H
84 5 V
84 5 H
84 7 V
84 8 H
84 10 V
84 11 V
84 11 H
84 13 V
84 14 V
84 14 H
84 16 H
84 17 V
84 17 H
84 18 H
84 20 V
84 20 H
84 22 V
84 22 H
84 23 H
84 24 V
84 24 H
84 25 H
84 27 V
84 28 V
84 28 H
84 30 V
84 31 V
84 31 H
84 33 V
84 34 V
84 34 H
84 35 V
84 36 V
84 37 H
84 39 V
84 39 H
84 40 H
84 41 H
84 42 V
84 43 H
84 45 V
84 46 H
84 47 V
84 48 H
84 49 V
84 50 H
84 51 V
84 52 H
84 53 V
84 54 H
84 55 H
84 56 H
84 57 H
84 58 H
84 60 H
84 61 H
84 62 V
84 63 V
84 63 H
84 64 H
84 66 V
84 67 V
84 68 H
84 69 V
84 70 H
84 72 H
84 73 V
84 73 H
84 74 V
84 75 H
84 76 H
84 77 H
84 79 H
84 81 H
84 82 H
84 83 V
84 84 H
84 85 V
84 86 V
84 87 H
84 89 H
84 90 V
84 91 H
84 93 V
84 94 V
84 95 H
84 96 H
84 97 V
84 98 V
84 99 V
85 0 H
85 2 V
85 3 H
85 4 V
85 5 H
85 6 H
85 7 H
85 8 H
85 9 V
85 10 V
85 11 H
85 12 V
85 13 H
85 15 H
85 16 V
85 17 V
85 18 V
85 18 H
85 20 V
85 21 V
85 21 H
85 23 V
85 24 H
85 25 V
85 26 V
85 26 H
85 28 V
85 29 V
85 30 V
85 31 V
85 31 H
85 33 V
85 34 V
85 35 H
85 36 H
85 37 V
85 38 V
85 38 H
85 40 H
85 41 H
85 42 H
85 43 V
85 44 V
85 44 H
85 46 V
85 46 H
85 47 H
85 48 V
85 49 V
85 50 V
85 50 H
85 52 V
85 53 V
85 53 H
85 54 V
85 55 V
85 55 H
85 57 V
85 57 H
85 58 V
85 59 V
85 59 H
85 60 V
85 61 H
85 62 V
85 63 H
85 64 H
85 65 H
85 67 H
85 68 V
85 69 H
85 70 V
85 71 H
85 72 V
85 72 H
85 74 H
85 75 V
85 75 H
85 76 H
85 77 V
85 78 V
85 78 H
85 80 V
85 80 H
85 81 H
85 82 V
85 83 H
85 84 V
85 85 V
85 86 H
85 87 V
85 88 V
85 88 H
85 89 V
85 90 V
85 91 V
85 91 H
85 92 V
85 93 H
85 94 H
85 95 V
85 96 V
85 96 H
85 98 V
85 99 V
86 1 V
86 2 V
86 2 H
86 3 V
86 4 H
86 5 V
86 6 V
86 6 H
86 7 H
86 8 V
86 9 H
86 10 H
86 11 H
86 12 H
86 13 H
86 14 V
86 14 H
86 15 H
86 17 V
86 18 V
86 18 H
86 19 H
86 20 H
86 22 V
86 22 H
86 24 V
86 24 H
86 26 H
86 27 H
86 28 H
86 30 V
86 31 H
86 32 V
86 33 V
86 34 H
86 35 H
86 37 V
86 38 V
86 39 V
86 39 H
86 40 H
86 41 V
86 42 V
86 42 H
86 44 H
86 45 V
86 46 H
86 48 V
86 49 V
86 50 H
86 51 V
86 52 H
86 55 H
86 56 H
86 57 V
86 58 V
86 59 V
86 60 V
86 61 H
86 63 H
86 64 H
86 65 H
86 66 H
86 67 V
86 68 H
86 69 V
86 69 H
86 71 V
86 71 H
86 73 V
86 73 H
86 74 V
86 75 V
86 76 V
86 76 H
86 78 H
86 79 V
86 79 H
86 81 H
86 82 H
86 83 V
86 84 V
86 85 V
86 86 V
86 86 H
86 88 V
86 89 V
86 89 H
86 91 H
86 93 V
86 93 H
86 94 V
86 95 V
86 96 V
86 98 V
87 0 H
87 1 H
87 3 V
87 4 V
87 5 H
87 7 V
87 8 V
87 9 V
87 9 H
87 10 H
87 11 H
87 12 H
87 13 H
87 15 V
87 15 H
87 16 H
87 18 V
87 19 V
87 19 H
87 20 V
87 21 V
87 22 V
87 22 H
87 23 H
87 25 V
87 25 H
87 26 V
87 27 V
87 28 V
87 28 H
87 29 V
87 30 H
87 31 H
87 32 H
87 34 V
87 34 H
87 35 H
87 36 H
87 37 V
87 38 V
87 39 H
87 40 V
87 41 V
87 42 H
87 43 H
87 44 V
87 45 V
87 46 V
87 46 H
87 47 V
87 48 V
87 49 H
87 50 V
87 51 H
87 52 V
87 53 V
87 53 H
87 54 H
87 55 H
87 56 V
87 57 V
87 58 V
87 59 V
87 60 H
87 61 V
87 62 H
87 63 V
87 63 H
87 64 H
87 65 H
87 66 V
87 67 H
87 68 V
87 69 H
87 70 H
87 71 H
87 72 H
87 73 H
87 75 V
87 76 V
87 77 H
87 78 V
87 79 V
87 80 V
87 80 H
87 81 H
87 83 V
87 84 V
87 84 H
87 86 V
87 87 V
87 88 H
87 90 V
87 90 H
87 91 H
87 92 V
87 93 H
87 95 V
87 96 H
87 98 V
87 98 H
88 0 V
88 1 H
88 2 H
88 3 V
88 4 V
88 5 V
88 5 H
88 6 V
88 8 V
88 9 V
88 10 V
88 10 H
88 11 H
88 12 H
88 13 V
88 14 V
88 14 H
88 16 H
88 17 V
88 18 H
88 20 V
88 21 V
88 22 H
88 24 V
88 25 V
88 25 H
88 27 V
88 28 V
88 29 H
88 30 H
88 31 H
88 33 V
88 33 H
88 35 V
88 35 H
88 36 V
88 37 H
88 39 V
88 40 V
88 41 H
88 42 V
88 43 V
88 43 H
88 45 H
88 48 V
88 49 V
88 49 H
88 50 V
88 51 V
88 52 H
88 54 V
88 54 H
88 55 H
88 56 V
88 57 V
88 59 H
88 60 H
88 61 V
88 62 V
88 62 H
88 64 V
88 64 H
88 66 V
88 66 H
88 67 V
88 68 H
88 69 H
88 70 V
88 71 H
88 72 H
88 73 H
88 74 V
88 75 V
88 76 H
88 77 V
88 78 V
88 79 H
88 81 V
88 81 H
88 82 H
88 84 V
88 85 V
88 85 H
88 86 V
88 87 H
88 88 V
88 89 V
88 89 H
88 92 V
88 92 H
88 93 V
88 94 V
88 94 H
88 96 V
88 96 H
88 97 V
88 97 H
88 99 V
89 0 V
89 1 V
89 1 H
89 3 V
89 4 V
89 5 H
89 7 V
89 7 H
89 9 V
89 10 H
89 11 H
89 12 V
89 13 V
89 14 V
89 15 V
89 15 H
89 16 V
89 17 V
89 18 H
89 19 H
89 20 V
89 21 V
89 22 H
89 23 V
89 24 V
89 24 H
89 26 H
89 27 V
89 28 V
89 29 V
89 30 V
89 30 H
89 31 H
89 32 H
89 34 V
89 34 H
89 36 V
89 37 V
89 37 H
89 38 H
89 40 V
89 41 V
89 41 H
89 43 V
89 44 V
89 44 H
89 45 H
89 46 H
89 47 V
89 48 V
89 49 V
89 50 H
89 52 V
89 53 V
89 53 H
89 54 V
89 55 V
89 56 V
89 57 V
89 58 H
89 59 V
89 59 H
89 60 V
89 61 H
89 63 V
89 63 H
89 64 H
89 65 H
89 67 H
89 68 H
89 69 V
89 70 V
89 71 V
89 71 H
89 72 H
89 73 V
89 74 V
89 75 V
89 77 V
89 78 V
89 78 H
89 79 H
89 80 H
89 82 V
89 82 H
89 83 H
89 85 V
89 86 V
89 88 V
89 89 V
89 89 H
89 90 H
89 91 H
89 93 V
89 94 H
89 95 V
89 96 V
89 97 H
89 98 V
90 1 H
90 2 V
90 2 H
90 4 H
90 5 V
90 6 V
90 6 H
90 8 V
90 8 H
90 9 H
90 10 V
90 11 H
90 13 V
90 14 V
90 15 V
90 16 V
90 17 H
90 18 H
90 19 V
90 21 H
90 22 V
90 23 V
90 24 H
90 25 H
90 26 V
90 26 H
90 28 H
90 29 H
90 31 V
90 31 H
90 32 V
90 32 H
90 33 H
90 34 H
90 35 H
90 36 V
90 38 V
90 38 H
90 39 V
90 40 H
90 42 V
90 43 V
90 44 V
90 44 H
90 45 V
90 46 V
90 46 H
90 48 V
90 49 H
90 50 H
90 51 V
90 51 H
90 53 H
90 55 V
90 56 H
90 57 V
90 58 V
90 58 H
90 60 H
90 61 H
90 62 H
90 63 V
90 64 H
90 65 H
90 66 H
90 67 V
90 68 V
90 68 H
90 70 V
90 71 H
90 73 V
90 74 V
90 75 H
90 76 V
90 76 H
90 78 V
90 79 V
90 79 H
90 80 V
90 81 V
90 81 H
90 83 V
90 83 H
90 84 H
90 86 V
90 87 V
90 87 H
90 89 V
90 90 V
90 90 H
90 91 H
90 92 H
90 93 H
90 94 V
90 95 V
90 96 H
90 97 V
90 98 V
91 0 H
91 1 V
91 2 V
91 3 V
91 3 H
91 4 H
91 6 H
91 8 H
91 9 V
91 10 V
91 11 H
91 12 H
91 14 H
91 15 H
91 17 V
91 17 H
91 18 V
91 19 H
91 20 V
91 20 H
91 21 V
91 22 H
91 24 V
91 24 H
91 26 V
91 27 V
91 27 H
91 28 H
91 29 H
91 30 H
91 32 V
91 33 V
91 33 H
91 34 H
91 35 H
91 37 V
91 37 H
91 38 V
91 39 H
91 40 H
91 41 V
91 41 H
91 43 H
91 45 H
91 47 V
91 47 H
91 48 H
91 49 V
91 50 H
91 52 V
91 52 H
91 53 V
91 54 V
91 54 H
91 55 H
91 56 V
91 57 V
91 58 V
91 59 V
91 59 H
91 60 V
91 61 V
91 61 H
91 62 V
91 63 H
91 64 V
91 65 V
91 65 H
91 66 V
91 67 H
91 69 V
91 69 H
91 70 H
91 71 H
91 72 H
91 74 H
91 75 V
91 76 H
91 77 H
91 79 V
91 80 V
91 81 V
91 82 V
91 82 H
91 84 V
91 84 H
91 86 V
91 87 V
91 87 H
91 88 H
91 89 V
91 91 V
91 91 H
91 92 V
91 93 H
91 94 V
91 95 H
91 97 V
91 97 H
91 99 V
92 0 V
92 1 V
92 2 V
92 3 H
92 4 V
92 5 V
92 5 H
92 6 H
92 7 V
92 7 H
92 8 V
92 9 V
92 10 H
92 11 H
92 12 V
92 13 V
92 13 H
92 14 H
92 15 H
92 16 V
92 17 V
92 18 H
92 19 V
92 20 H
92 22 V
92 22 H
92 23 H
92 24 H
92 25 H
92 27 V
92 28 V
92 28 H
92 30 V
92 30 H
92 31 H
92 32 H
92 34 H
92 35 H
92 36 V
92 37 V
92 38 H
92 39 V
92 40 V
92 41 V
92 42 V
92 42 H
92 43 H
92 44 H
92 45 V
92 46 V
92 46 H
92 48 H
92 50 V
92 50 H
92 51 H
92 53 V
92 54 H
92 55 V
92 57 H
92 60 H
92 62 H
92 63 V
92 64 V
92 65 H
92 67 V
92 67 H
92 68 H
92 69 H
92 71 V
92 71 H
92 72 V
92 73 V
92 73 H
92 74 H
92 75 H
92 76 H
92 77 V
92 78 V
92 79 V
92 80 V
92 81 H
92 83 V
92 83 H
92 85 V
92 85 H
92 87 H
92 88 V
92 89 H
92 90 V
92 92 V
92 92 H
92 93 V
92 94 V
92 95 H
92 96 V
92 97 H
92 98 V
93 1 V
93 2 V
93 3 H
93 5 H
93 6 V
93 8 V
93 9 V
93 10 V
93 10 H
93 11 V
93 11 H
93 13 V
93 14 V
93 14 H
93 15 V
93 17 H
93 18 H
93 19 H
93 20 H
93 21 V
93 22 H
93 23 H
93 24 V
93 25 V
93 25 H
93 26 H
93 27 V
93 28 H
93 29 H
93 31 H
93 32 V
93 33 V
93 33 H
93 34 H
93 35 H
93 37 H
93 38 V
93 39 H
93 40 H
93 42 H
93 43 H
93 45 H
93 46 V
93 47 H
93 48 V
93 48 H
93 49 V
93 50 H
93 51 H
93 52 V
93 53 H
93 54 V
93 55 H
93 56 V
93 56 H
93 57 V
93 58 V
93 58 H
93 59 H
93 60 V
93 61 V
93 61 H
93 62 V
93 63 V
93 64 H
93 65 H
93 67 V
93 67 H
93 68 H
93 69 H
93 70 V
93 71 V
93 72 V
93 73 H
93 74 H
93 75 H
93 76 V
93 77 V
93 79 H
93 80 H
93 81 V
93 82 V
93 82 H
93 84 V
93 85 V
93 85 H
93 86 H
93 87 V
93 89 V
93 89 H
93 90 V
93 91 H
93 94 V
93 94 H
93 95 H
93 97 V
93 98 V
93 98 H
94 1 V
94 2 H
94 3 V
94 3 H
94 4 H
94 5 H
94 7 V
94 7 H
94 9 V
94 10 V
94 11 V
94 12 V
94 13 V
94 14 V
94 15 V
94 16 V
94 16 H
94 17 V
94 17 H
94 18 H
94 19 H
94 20 V
94 21 H
94 22 H
94 23 V
94 24 V
94 25 H
94 26 V
94 27 H
94 28 H
94 29 H
94 30 H
94 31 H
94 33 H
94 34 V
94 35 V
94 36 V
94 36 H
94 37 V
94 38 H
94 39 H
94 40 H
94 41 H
94 42 H
94 43 H
94 44 H
94 45 V
94 46 H
94 47 H
